simulation,selected_players,jaccard,tsf_optimum,tsf_baseline_reference,delta_tsf,tsf_baseline_perturbed,regret,orbit_open
115,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45642966464220525,0.4556941843506398,0.000735480291565449,0.45642966464220525,0.0,1
116,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45533809576868867,0.4556941843506398,-0.0003560885819511306,0.45533809576868867,0.0,1
117,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45585189796776016,0.4556941843506398,0.00015771361712035858,0.45585189796776016,0.0,1
118,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.455384251747598,0.4556941843506398,-0.00030993260304179593,0.455384251747598,0.0,1
119,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4552302327937202,0.4556941843506398,-0.000463951556919584,0.4552302327937202,0.0,1
120,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45505396221058714,0.4556941843506398,-0.0006402221400526598,0.45505396221058714,0.0,1
121,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45536334950180124,0.4556941843506398,-0.00033083484883855707,0.45536334950180124,0.0,1
122,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45635680019256,0.4556941843506398,0.0006626158419201778,0.45635680019256,0.0,1
123,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45630891202629387,0.4556941843506398,0.0006147276756540698,0.45630891202629387,0.0,1
124,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4553375854490248,0.4556941843506398,-0.00035659890161499064,0.4553375854490248,0.0,1
125,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45722980486202547,0.4556941843506398,0.0015356205113856713,0.45722980486202547,0.0,1
126,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.455175496181938,0.4556941843506398,-0.0005186881687018197,0.455175496181938,0.0,1
127,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45629704164790486,0.4556941843506398,0.0006028572972650581,0.45629704164790486,0.0,1
128,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45665071253854383,0.4556941843506398,0.0009565281879040377,0.45665071253854383,0.0,1
129,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4551195438774065,0.4556941843506398,-0.000574640473233301,0.4551195438774065,0.0,1
130,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4558922950770983,0.4556941843506398,0.00019811072645847805,0.4558922950770983,0.0,1
131,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45603415995839014,0.4556941843506398,0.0003399756077503424,0.45603415995839014,0.0,1
132,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4562138822976216,0.4556941843506398,0.0005196979469818119,0.4562138822976216,0.0,1
133,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4561646321115972,0.4556941843506398,0.00047044776095739316,0.4561646321115972,0.0,1
134,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.45634465769211185,0.4556941843506398,0.0006504733414720576,0.45634465769211185,0.0,1
135,P1|P10|P11|P13|P14|P15|P16|P3|P5|P7|P8,1.0,0.4555922593905519,0.4556941843506398,-0.00010192496008787355,0.4555922593905519,0.0,1
